Season,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2024-25,28,MEM,NBA,SG,17,0,203,16,33,.485,12,28,.429,4,5,.800,.667,3,4,.750,14,34,48,19,9,7,8,14,John Konchar
2017-18,20,PHI,NBA,SG,14,0,80,8,28,.286,5,17,.294,3,11,.273,.375,2,4,.500,2,9,11,4,2,1,2,12,Furkan Korkmaz
2018-19,21,PHI,NBA,SG,48,7,679,98,245,.400,47,144,.326,51,101,.505,.496,36,44,.818,16,91,107,52,29,2,25,62,Furkan Korkmaz
2019-20,22,PHI,NBA,SG,72,12,1559,242,563,.430,143,356,.402,99,207,.478,.557,77,102,.755,18,150,168,79,41,16,59,98,Furkan Korkmaz
2020-21,23,PHI,NBA,SG,55,11,1062,170,424,.401,101,269,.375,69,155,.445,.520,60,82,.732,17,96,113,82,49,9,46,64,Furkan Korkmaz
2021-22,24,PHI,NBA,SG,67,19,1414,182,470,.387,77,266,.289,105,204,.515,.469,68,84,.810,22,153,175,127,33,9,48,58,Furkan Korkmaz
2022-23,25,PHI,NBA,SG,37,0,353,48,111,.432,18,46,.391,30,65,.462,.514,26,36,.722,6,36,42,22,10,3,24,18,Furkan Korkmaz
2023-24,26,PHI,NBA,SG,35,0,300,30,76,.395,14,40,.350,16,36,.444,.487,14,20,.700,4,26,30,25,14,3,10,17,Furkan Korkmaz
2017-18,22,NYK,NBA,C,20,1,326,49,125,.392,28,79,.354,21,46,.457,.504,8,11,.727,11,53,64,26,6,16,12,28,Luke Kornet
2018-19,23,NYK,NBA,C,46,18,784,107,283,.378,70,193,.363,37,90,.411,.502,38,46,.826,28,107,135,54,27,42,25,41,Luke Kornet
2019-20,24,CHI,NBA,C,36,14,559,82,187,.439,31,108,.287,51,79,.646,.521,20,28,.714,22,62,84,32,11,26,14,54,Luke Kornet
2020-21,25,2TM,NBA,C,31,2,348,44,101,.436,15,59,.254,29,42,.690,.510,3,6,.500,14,53,67,24,4,32,7,20,Luke Kornet
2020-21,25,CHI,NBA,C,13,0,94,9,27,.333,6,23,.261,3,4,.750,.444,2,4,.500,1,14,15,4,2,7,1,1,Luke Kornet
2020-21,25,BOS,NBA,C,18,2,254,35,74,.473,9,36,.250,26,38,.684,.534,1,2,.500,13,39,52,20,2,25,6,19,Luke Kornet
2021-22,26,3TM,NBA,C,15,0,103,13,27,.481,0,5,.000,13,22,.591,.481,4,6,.667,13,16,29,9,3,3,0,9,Luke Kornet
2021-22,26,CLE,NBA,C,2,0,15,1,5,.200,0,1,.000,1,4,.250,.200,2,3,.667,2,1,3,1,0,1,0,1,Luke Kornet
2021-22,26,MIL,NBA,C,1,0,3,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,0,1,0,0,0,0,1,Luke Kornet
2021-22,26,BOS,NBA,C,12,0,85,12,21,.571,0,4,.000,12,17,.706,.571,2,3,.667,10,15,25,8,3,2,0,7,Luke Kornet
2022-23,27,BOS,NBA,C,69,0,804,113,170,.665,3,13,.231,110,157,.701,.674,32,39,.821,86,111,197,53,11,46,25,81,Luke Kornet
2023-24,28,BOS,NBA,C,63,7,983,142,203,.700,1,1,1.000,141,202,.698,.702,49,54,.907,118,143,261,67,23,61,21,77,Luke Kornet
2024-25,29,BOS,NBA,C,25,3,425,44,72,.611,0,0,,44,72,.611,.611,28,37,.757,55,68,123,38,12,25,10,29,Luke Kornet
2021-22,21,OKC,NBA,SG,30,8,690,68,167,.407,32,98,.327,36,69,.522,.503,19,22,.864,18,83,101,57,19,8,29,65,Vit Krejci
2022-23,22,ATL,NBA,PG,29,0,165,15,37,.405,5,21,.238,10,16,.625,.473,1,2,.500,6,20,26,17,5,1,5,17,Vit Krejci
2023-24,23,ATL,NBA,PG,22,14,541,51,104,.490,28,68,.412,23,36,.639,.625,5,6,.833,11,41,52,50,13,6,20,48,Vit Krejci
2024-25,24,ATL,NBA,PG,17,1,212,16,47,.340,6,27,.222,10,20,.500,.404,7,11,.636,7,22,29,28,8,5,14,27,Vit Krejci
2021-22,19,GSW,NBA,SF,70,12,1185,236,460,.513,50,149,.336,186,311,.598,.567,130,190,.684,54,180,234,64,31,22,74,146,Jonathan Kuminga
2022-23,20,GSW,NBA,PF,67,16,1394,261,497,.525,54,146,.370,207,351,.590,.579,90,138,.652,70,161,231,125,41,31,95,157,Jonathan Kuminga
2023-24,21,GSW,NBA,PF,74,46,1949,456,862,.529,53,165,.321,403,697,.578,.560,223,299,.746,92,263,355,163,55,36,122,169,Jonathan Kuminga
2024-25,22,GSW,NBA,PF,28,10,725,166,371,.447,33,103,.320,133,268,.496,.492,86,136,.632,37,96,133,58,26,17,44,52,Jonathan Kuminga
2017-18,22,LAL,NBA,PF,77,37,2401,468,1039,.450,159,434,.366,309,605,.511,.527,147,208,.707,88,395,483,141,49,34,140,160,Kyle Kuzma
2018-19,23,LAL,NBA,PF,70,68,2314,496,1087,.456,128,422,.303,368,665,.553,.515,188,250,.752,60,322,382,178,41,26,133,170,Kyle Kuzma
2019-20,24,LAL,NBA,PF,61,9,1526,291,668,.436,86,272,.316,205,396,.518,.500,114,155,.735,52,221,273,80,28,26,91,126,Kyle Kuzma
2020-21,25,LAL,NBA,SF,68,32,1954,335,757,.443,137,380,.361,198,377,.525,.533,67,97,.691,108,309,417,127,35,41,113,121,Kyle Kuzma
2021-22,26,WAS,NBA,PF,66,66,2204,423,936,.452,128,375,.341,295,561,.526,.520,156,219,.712,70,491,561,233,42,57,169,128,Kyle Kuzma
2022-23,27,WAS,NBA,PF,64,64,2239,512,1142,.448,160,481,.333,352,661,.533,.518,173,237,.730,55,408,463,239,36,29,190,145,Kyle Kuzma
2023-24,28,WAS,NBA,PF,70,70,2281,608,1313,.463,151,450,.336,457,863,.530,.521,186,240,.775,62,402,464,296,37,49,192,153,Kyle Kuzma
2024-25,29,WAS,NBA,PF,12,12,330,76,181,.420,16,58,.276,60,123,.488,.464,22,32,.688,8,59,67,23,5,3,29,23,Kyle Kuzma
2022-23,21,MEM,NBA,PF,35,0,414,37,95,.389,24,71,.338,13,24,.542,.516,7,9,.778,19,44,63,21,12,4,18,49,Jake LaRavia
2023-24,22,MEM,NBA,PF,35,6,806,118,303,.389,53,156,.340,65,147,.442,.477,90,109,.826,51,77,128,58,29,12,45,69,Jake LaRavia
2024-25,23,MEM,NBA,PF,32,0,715,95,193,.492,32,72,.444,63,121,.521,.575,48,68,.706,48,99,147,104,29,18,53,71,Jake LaRavia
2014-15,19,MIN,NBA,PG,77,40,1902,286,677,.422,57,167,.341,229,510,.449,.465,149,177,.842,27,187,214,276,54,10,193,158,Zach LaVine
2015-16,20,MIN,NBA,SG,82,33,2294,433,959,.452,123,316,.389,310,643,.482,.516,161,203,.793,27,201,228,251,69,17,155,193,Zach LaVine
2016-17,21,MIN,NBA,SG,47,47,1749,326,710,.459,120,310,.387,206,400,.515,.544,117,140,.836,19,141,160,139,41,10,85,104,Zach LaVine
2017-18,22,CHI,NBA,SG,24,24,656,136,355,.383,42,123,.341,94,232,.405,.442,87,107,.813,9,85,94,72,24,4,43,55,Zach LaVine
2018-19,23,CHI,NBA,SG,63,62,2171,530,1135,.467,120,321,.374,410,814,.504,.520,312,375,.832,40,254,294,283,60,26,215,140,Zach LaVine
2019-20,24,CHI,NBA,SF,60,60,2085,539,1199,.450,184,484,.380,355,715,.497,.526,268,334,.802,41,248,289,254,88,28,206,131,Zach LaVine
2020-21,25,CHI,NBA,SG,58,58,2034,569,1123,.507,200,477,.419,369,646,.571,.596,253,298,.849,36,253,289,282,46,27,203,138,Zach LaVine
2021-22,26,CHI,NBA,SG,67,67,2328,565,1186,.476,185,475,.389,380,711,.534,.554,320,375,.853,22,286,308,303,41,23,171,120,Zach LaVine
2022-23,27,CHI,NBA,SG,77,77,2768,673,1388,.485,204,544,.375,469,844,.556,.558,363,428,.848,42,303,345,327,69,18,194,159,Zach LaVine
2023-24,28,CHI,NBA,SG,25,23,872,170,376,.452,59,169,.349,111,207,.536,.531,88,103,.854,8,121,129,98,21,8,52,57,Zach LaVine
2024-25,29,CHI,NBA,SF,27,27,899,215,429,.501,92,204,.451,123,225,.547,.608,79,96,.823,6,116,122,114,23,7,80,47,Zach LaVine
2020-21,23,HOU,NBA,SF,24,3,415,46,118,.390,23,71,.324,23,47,.489,.487,18,21,.857,27,43,70,23,6,5,19,34,Anthony Lamb
2021-22,24,SAS,NBA,SF,2,0,8,0,2,.000,0,2,.000,0,0,,.000,0,0,,0,1,1,2,0,0,0,0,Anthony Lamb
2022-23,25,GSW,NBA,SF,62,4,1195,148,314,.471,73,199,.367,75,115,.652,.588,46,60,.767,56,159,215,96,28,20,54,134,Anthony Lamb
2021-22,26,SAS,NBA,C,54,1,589,101,204,.495,29,89,.326,72,115,.626,.566,34,41,.829,63,75,138,45,10,14,31,53,Jock Landale
2022-23,27,PHO,NBA,C,69,4,979,178,337,.528,21,84,.250,157,253,.621,.559,79,105,.752,119,161,280,68,16,30,59,126,Jock Landale
2023-24,28,HOU,NBA,C,56,3,763,106,206,.515,10,40,.250,96,166,.578,.539,52,65,.800,88,84,172,65,20,33,31,74,Jock Landale
2024-25,29,HOU,NBA,C,18,0,175,21,50,.420,3,7,.429,18,43,.419,.450,10,19,.526,21,27,48,14,3,7,10,15,Jock Landale
2019-20,20,BOS,NBA,SG,32,2,370,28,80,.350,5,27,.185,23,53,.434,.381,18,25,.720,15,26,41,13,8,8,11,33,Romeo Langford
2020-21,21,BOS,NBA,SG,18,4,283,21,59,.356,5,18,.278,16,41,.390,.398,9,12,.750,12,23,35,13,6,5,10,24,Romeo Langford
2021-22,22,2TM,NBA,SG,48,5,771,83,191,.435,29,85,.341,54,106,.509,.510,23,42,.548,30,78,108,21,22,16,16,47,Romeo Langford
2021-22,22,BOS,NBA,SG,44,5,728,79,184,.429,29,83,.349,50,101,.495,.508,20,34,.588,30,74,104,19,21,16,16,46,Romeo Langford
2021-22,22,SAS,NBA,SG,4,0,43,4,7,.571,0,2,.000,4,5,.800,.571,3,8,.375,0,4,4,2,1,0,0,1,Romeo Langford
2022-23,23,SAS,NBA,SG,43,21,844,121,259,.467,16,61,.262,105,198,.530,.498,39,56,.696,57,57,114,50,24,13,30,67,Romeo Langford
2024-25,23,MIA,NBA,SG,17,0,286,35,70,.500,11,32,.344,24,38,.632,.579,16,25,.640,10,23,33,25,10,0,10,39,Pelle Larsson
2022-23,22,2TM,NBA,SG,15,0,108,22,44,.500,10,25,.400,12,19,.632,.614,2,8,.250,6,15,21,2,2,0,3,11,A.J. Lawson
2022-23,22,MIN,NBA,SG,1,0,2,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,1,A.J. Lawson
2022-23,22,DAL,NBA,SG,14,0,106,21,43,.488,10,25,.400,11,18,.611,.605,2,8,.250,6,14,20,2,2,0,3,10,A.J. Lawson
2023-24,23,DAL,NBA,SG,42,0,311,54,121,.446,13,50,.260,41,71,.577,.500,15,23,.652,14,36,50,20,10,3,14,22,A.J. Lawson
2024-25,24,TOR,NBA,SG,2,0,10,3,4,.750,2,2,1.000,1,2,.500,1.000,1,2,.500,0,2,2,0,0,0,0,0,A.J. Lawson
2016-17,22,POR,NBA,SF,35,1,249,26,89,.292,13,51,.255,13,38,.342,.365,13,17,.765,6,18,24,11,9,3,11,22,Jake Layman
2017-18,23,POR,NBA,SF,35,1,160,14,47,.298,4,20,.200,10,27,.370,.340,2,3,.667,4,12,16,11,6,4,5,13,Jake Layman
2018-19,24,POR,NBA,SF,71,33,1327,216,424,.509,59,181,.326,157,243,.646,.579,50,71,.704,56,161,217,53,31,30,46,116,Jake Layman
2019-20,25,MIN,NBA,SF,23,2,505,81,179,.453,24,72,.333,57,107,.533,.520,24,32,.750,17,40,57,15,17,10,24,47,Jake Layman
2020-21,26,MIN,NBA,SF,45,11,627,91,184,.495,23,78,.295,68,106,.642,.557,26,37,.703,13,54,67,28,29,19,26,44,Jake Layman
2021-22,27,MIN,NBA,SF,34,1,231,30,73,.411,8,35,.229,22,38,.579,.466,13,18,.722,6,30,36,9,7,5,10,12,Jake Layman
2016-17,22,BRK,NBA,SF,57,26,1237,171,380,.450,59,184,.321,112,196,.571,.528,67,93,.720,23,165,188,110,49,8,59,91,Caris LeVert
2017-18,23,BRK,NBA,SF,71,10,1864,320,735,.435,85,245,.347,235,490,.480,.493,133,187,.711,53,207,260,299,82,22,153,159,Caris LeVert
2018-19,24,BRK,NBA,SF,40,25,1063,207,483,.429,48,154,.312,159,329,.483,.478,85,123,.691,35,116,151,156,42,14,69,77,Caris LeVert
2019-20,25,BRK,NBA,SG,45,31,1330,311,732,.425,80,220,.364,231,512,.451,.480,140,197,.711,49,140,189,199,53,10,118,81,Caris LeVert
2020-21,26,2TM,NBA,SG,47,39,1486,359,814,.441,84,258,.326,275,556,.495,.493,146,180,.811,33,181,214,245,66,30,102,105,Caris LeVert
2020-21,26,BRK,NBA,SG,12,4,334,87,200,.435,22,63,.349,65,137,.474,.490,26,34,.765,10,42,52,72,13,6,26,20,Caris LeVert
2020-21,26,IND,NBA,SG,35,35,1152,272,614,.443,62,195,.318,210,419,.501,.493,120,146,.822,23,139,162,173,53,24,76,85,Caris LeVert
2021-22,27,2TM,NBA,SG,58,49,1781,379,854,.444,82,256,.320,297,598,.497,.492,146,193,.756,43,171,214,248,51,23,108,131,Caris LeVert
2021-22,27,IND,NBA,SG,39,39,1214,278,622,.447,61,189,.323,217,433,.501,.496,111,146,.760,30,120,150,173,35,18,75,91,Caris LeVert
2021-22,27,CLE,NBA,SG,19,10,567,101,232,.435,21,67,.313,80,165,.485,.481,35,47,.745,13,51,64,75,16,5,33,40,Caris LeVert
2022-23,28,CLE,NBA,SG,74,30,2237,320,742,.431,127,324,.392,193,418,.462,.517,130,180,.722,53,229,282,287,72,24,116,170,Caris LeVert
2023-24,29,CLE,NBA,SG,68,10,1958,345,820,.421,108,332,.325,237,488,.486,.487,154,201,.766,39,241,280,346,76,34,117,121,Caris LeVert
2024-25,30,CLE,NBA,SF,25,0,599,105,202,.520,46,97,.474,59,105,.562,.634,45,65,.692,13,57,70,99,23,12,33,34,Caris LeVert
2019-20,19,PHO,NBA,SG,5,0,32,4,10,.400,0,4,.000,4,6,.667,.400,2,2,1.000,0,2,2,2,0,0,2,3,Jalen Lecque
2020-21,20,IND,NBA,PG,4,0,12,1,9,.111,0,1,.000,1,8,.125,.111,3,3,1.000,2,3,5,2,0,0,0,0,Jalen Lecque
2017-18,25,ATL,NBA,SG,15,11,404,62,152,.408,15,60,.250,47,92,.511,.457,22,29,.759,11,60,71,29,19,1,14,25,Damion Lee
2018-19,26,GSW,NBA,SG,32,0,375,56,127,.441,27,68,.397,29,59,.492,.547,19,22,.864,8,56,64,13,13,0,11,28,Damion Lee
2019-20,27,GSW,NBA,SG,49,36,1423,213,511,.417,85,239,.356,128,272,.471,.500,110,126,.873,32,207,239,133,50,6,67,116,Damion Lee
2020-21,28,GSW,NBA,SG,57,1,1079,128,274,.467,77,194,.397,51,80,.638,.608,40,44,.909,22,158,180,73,38,8,30,89,Damion Lee
2021-22,29,GSW,NBA,SG,63,5,1256,169,383,.441,63,187,.337,106,196,.541,.523,66,75,.880,27,176,203,63,39,6,38,95,Damion Lee
2022-23,30,PHO,NBA,SG,74,5,1506,200,452,.442,110,247,.445,90,205,.439,.564,94,104,.904,39,186,225,99,30,7,78,118,Damion Lee
2024-25,32,PHO,NBA,SG,6,0,45,5,20,.250,1,11,.091,4,9,.444,.275,6,6,1.000,0,5,5,5,2,0,3,2,Damion Lee
2020-21,21,DET,NBA,PG,48,7,781,99,210,.471,8,23,.348,91,187,.487,.490,61,89,.685,20,77,97,174,32,13,55,76,Saben Lee
2021-22,22,DET,NBA,PG,37,0,604,69,177,.390,14,60,.233,55,117,.470,.429,56,71,.789,18,69,87,107,36,12,36,44,Saben Lee
2022-23,23,2TM,NBA,PG,25,1,373,49,121,.405,11,30,.367,38,91,.418,.450,42,57,.737,13,32,45,67,19,1,24,32,Saben Lee
2022-23,23,PHI,NBA,PG,2,0,10,3,4,.750,0,1,.000,3,3,1.000,.750,0,0,,0,0,0,2,1,0,3,1,Saben Lee
2022-23,23,PHO,NBA,PG,23,1,363,46,117,.393,11,29,.379,35,88,.398,.440,42,57,.737,13,32,45,65,18,1,21,31,Saben Lee
2023-24,24,PHO,NBA,PG,24,0,185,20,55,.364,2,16,.125,18,39,.462,.382,29,39,.744,9,22,31,30,7,3,8,13,Saben Lee
2013-14,20,PHO,NBA,C,42,3,362,33,78,.423,0,0,,33,78,.423,.423,20,31,.645,39,60,99,4,4,18,26,68,Alex Len
2014-15,21,PHO,NBA,C,69,44,1518,179,353,.507,1,3,.333,178,350,.509,.508,73,104,.702,142,312,454,32,34,105,74,213,Alex Len
2015-16,22,PHO,NBA,C,78,46,1821,264,624,.423,1,7,.143,263,617,.426,.424,174,239,.728,178,416,594,97,38,62,145,230,Alex Len
2016-17,23,PHO,NBA,C,77,34,1560,230,463,.497,3,12,.250,227,451,.503,.500,150,208,.721,156,354,510,44,38,98,102,242,Alex Len
2017-18,24,PHO,NBA,C,69,13,1395,214,378,.566,1,3,.333,213,375,.568,.567,158,231,.684,175,343,518,82,27,61,78,158,Alex Len
2018-19,25,ATL,NBA,C,77,31,1544,320,648,.494,74,204,.363,246,444,.554,.551,140,216,.648,158,266,424,86,27,69,97,200,Alex Len
2019-20,26,2TM,NBA,C,55,12,970,177,319,.555,16,59,.271,161,260,.619,.580,68,105,.648,100,221,321,50,23,48,55,127,Alex Len
2019-20,26,ATL,NBA,C,40,9,745,142,260,.546,14,56,.250,128,204,.627,.573,51,81,.630,69,161,230,42,20,33,39,93,Alex Len
2019-20,26,SAC,NBA,C,15,3,225,35,59,.593,2,3,.667,33,56,.589,.610,17,24,.708,31,60,91,8,3,15,16,34,Alex Len
2020-21,27,2TM,NBA,C,64,42,979,171,278,.615,8,25,.320,163,253,.644,.629,73,116,.629,78,182,260,49,20,64,55,127,Alex Len
2020-21,27,TOR,NBA,C,7,2,76,5,10,.500,3,6,.500,2,4,.500,.650,3,6,.500,0,11,11,3,1,6,8,10,Alex Len
2020-21,27,WAS,NBA,C,57,40,903,166,268,.619,5,19,.263,161,249,.647,.629,70,110,.636,78,171,249,46,19,58,47,117,Alex Len
2021-22,28,SAC,NBA,C,39,10,620,94,176,.534,6,21,.286,88,155,.568,.551,41,63,.651,52,109,161,45,13,25,43,100,Alex Len
2022-23,29,SAC,NBA,C,26,2,161,16,30,.533,0,2,.000,16,28,.571,.533,11,16,.688,24,36,60,12,4,11,16,28,Alex Len
2023-24,30,SAC,NBA,C,48,0,444,50,81,.617,0,3,.000,50,78,.641,.617,20,34,.588,46,82,128,50,11,33,27,66,Alex Len
2024-25,31,SAC,NBA,C,23,3,165,14,25,.560,0,4,.000,14,21,.667,.560,5,9,.556,11,30,41,21,3,14,7,20,Alex Len
2011-12,20,SAS,NBA,SF,64,39,1534,199,404,.493,41,109,.376,158,295,.536,.543,68,88,.773,104,223,327,70,85,24,44,88,Kawhi Leonard
2012-13,21,SAS,NBA,SF,58,57,1810,260,526,.494,65,174,.374,195,352,.554,.556,104,126,.825,63,283,346,93,97,32,62,99,Kawhi Leonard
2013-14,22,SAS,NBA,SF,66,65,1923,337,645,.522,69,182,.379,268,463,.579,.576,101,126,.802,76,336,412,133,114,50,80,127,Kawhi Leonard
2014-15,23,SAS,NBA,SF,64,64,2033,394,822,.479,67,192,.349,327,630,.519,.520,202,252,.802,85,376,461,161,148,48,97,128,Kawhi Leonard
2015-16,24,SAS,NBA,SF,72,72,2380,551,1090,.506,129,291,.443,422,799,.528,.565,292,334,.874,95,398,493,186,128,71,105,133,Kawhi Leonard
2016-17,25,SAS,NBA,SF,74,74,2474,636,1312,.485,147,387,.380,489,925,.529,.541,469,533,.880,80,350,430,260,133,55,154,122,Kawhi Leonard
2017-18,26,SAS,NBA,SF,9,9,210,52,111,.468,11,35,.314,41,76,.539,.518,31,38,.816,6,36,42,21,18,9,16,9,Kawhi Leonard
2018-19,27,TOR,NBA,SF,60,60,2040,560,1129,.496,112,302,.371,448,827,.542,.546,364,426,.854,78,361,439,199,106,24,121,87,Kawhi Leonard
2019-20,28,LAC,NBA,SF,57,57,1848,532,1133,.470,123,325,.378,409,808,.506,.524,356,402,.886,54,348,402,280,103,33,149,113,Kawhi Leonard
2020-21,29,LAC,NBA,SF,52,52,1773,465,908,.512,101,254,.398,364,654,.557,.568,261,295,.885,55,282,337,269,81,21,105,82,Kawhi Leonard
2022-23,31,LAC,NBA,SF,52,50,1748,446,871,.512,104,250,.416,342,621,.551,.572,243,279,.871,57,281,338,204,72,28,88,84,Kawhi Leonard
2023-24,32,LAC,NBA,SF,68,68,2330,610,1162,.525,140,336,.417,470,826,.569,.585,253,286,.885,84,332,416,244,111,59,119,97,Kawhi Leonard
2012-13,20,POR,NBA,C,69,9,1206,151,277,.545,3,7,.429,148,270,.548,.551,72,89,.809,80,175,255,33,11,38,49,168,Meyers Leonard
2013-14,21,POR,NBA,C,40,0,355,41,91,.451,0,6,.000,41,85,.482,.451,16,21,.762,26,85,111,18,7,5,15,76,Meyers Leonard
2014-15,22,POR,NBA,C,55,7,847,125,245,.510,47,112,.420,78,133,.586,.606,30,32,.938,46,204,250,32,10,14,39,113,Meyers Leonard
2015-16,23,POR,NBA,PF,61,10,1333,195,435,.448,86,228,.377,109,207,.527,.547,35,46,.761,51,263,314,92,8,18,77,183,Meyers Leonard
2016-17,24,POR,NBA,PF,74,12,1222,146,378,.386,74,213,.347,72,165,.436,.484,35,40,.875,27,210,237,71,13,28,35,172,Meyers Leonard
2017-18,25,POR,NBA,C,33,2,254,46,78,.590,11,26,.423,35,52,.673,.660,9,11,.818,12,58,70,17,7,0,10,36,Meyers Leonard
2018-19,26,POR,NBA,C,61,2,878,132,242,.545,50,111,.450,82,131,.626,.649,43,51,.843,49,184,233,75,13,9,43,105,Meyers Leonard
2019-20,27,MIA,NBA,C,51,49,1034,119,234,.509,53,128,.414,66,106,.623,.622,18,28,.643,30,230,260,55,14,15,39,107,Meyers Leonard
2020-21,28,MIA,NBA,C,3,2,29,3,7,.429,3,7,.429,0,0,,.643,1,2,.500,0,7,7,2,0,0,2,5,Meyers Leonard
2022-23,30,MIL,NBA,C,9,2,114,14,29,.483,7,18,.389,7,11,.636,.603,8,9,.889,12,22,34,1,2,0,6,16,Meyers Leonard
2024-25,25,OKC,NBA,SF,6,0,21,0,2,.000,0,1,.000,0,1,.000,.000,2,4,.500,1,2,3,1,0,0,1,4,Malevy Leons
2020-21,19,NOP,NBA,PG,54,0,904,130,337,.386,40,120,.333,90,217,.415,.445,43,51,.843,12,59,71,124,38,10,34,88,Kira Lewis Jr.
2021-22,20,NOP,NBA,PG,24,0,341,59,146,.404,13,58,.224,46,88,.523,.449,10,12,.833,9,30,39,49,11,1,26,17,Kira Lewis Jr.
2022-23,21,NOP,NBA,PG,25,0,235,40,88,.455,15,34,.441,25,54,.463,.540,19,22,.864,5,28,33,23,10,2,10,24,Kira Lewis Jr.
2023-24,22,3TM,NBA,PG,28,0,265,34,92,.370,4,33,.121,30,59,.508,.391,17,20,.850,9,17,26,37,9,2,14,13,Kira Lewis Jr.
2023-24,22,NOP,NBA,PG,15,0,144,16,52,.308,2,20,.100,14,32,.438,.327,10,11,.909,4,10,14,18,5,1,8,8,Kira Lewis Jr.
2023-24,22,TOR,NBA,PG,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,Kira Lewis Jr.
2023-24,22,UTA,NBA,PG,12,0,119,18,40,.450,2,13,.154,16,27,.593,.475,7,9,.778,5,7,12,19,4,1,6,4,Kira Lewis Jr.
2023-24,21,LAL,NBA,SF,34,0,103,4,21,.190,1,9,.111,3,12,.250,.214,2,3,.667,2,2,4,6,2,1,10,5,Maxwell Lewis
2024-25,22,LAL,NBA,SF,7,0,29,2,6,.333,0,0,,2,6,.333,.333,0,0,,2,0,2,2,1,0,2,1,Maxwell Lewis
2023-24,23,NOP,NBA,PF,8,0,23,1,6,.167,0,5,.000,1,1,1.000,.167,2,2,1.000,0,5,5,1,2,2,2,2,E.J. Liddell
2024-25,24,CHI,NBA,PF,6,0,31,5,8,.625,3,6,.500,2,2,1.000,.813,2,2,1.000,1,4,5,3,1,1,2,8,E.J. Liddell
2012-13,22,POR,NBA,PG,82,82,3167,553,1288,.429,185,503,.368,368,785,.469,.501,271,321,.844,42,215,257,531,74,19,243,172,Damian Lillard
2013-14,23,POR,NBA,PG,82,82,2937,553,1304,.424,218,554,.394,335,750,.447,.508,371,426,.871,35,253,288,457,64,22,193,197,Damian Lillard
2014-15,24,POR,NBA,PG,82,82,2925,590,1360,.434,196,572,.343,394,788,.500,.506,344,398,.864,49,329,378,507,97,21,222,164,Damian Lillard
2015-16,25,POR,NBA,PG,75,75,2676,618,1474,.419,229,610,.375,389,864,.450,.497,414,464,.892,45,257,302,512,65,28,242,165,Damian Lillard
2016-17,26,POR,NBA,PG,75,75,2694,661,1488,.444,214,579,.370,447,909,.492,.516,488,545,.895,46,322,368,440,68,20,197,152,Damian Lillard
2017-18,27,POR,NBA,PG,73,73,2670,621,1415,.439,227,629,.361,394,786,.501,.519,493,538,.916,62,263,325,481,77,27,206,117,Damian Lillard
2018-19,28,POR,NBA,PG,80,80,2838,681,1533,.444,237,643,.369,444,890,.499,.522,468,513,.912,68,303,371,551,88,34,212,148,Damian Lillard
2019-20,29,POR,NBA,PG,66,66,2474,624,1349,.463,270,674,.401,354,675,.524,.563,460,518,.888,33,251,284,530,70,22,194,114,Damian Lillard
2020-21,30,POR,NBA,PG,67,67,2398,602,1334,.451,275,704,.391,327,630,.519,.554,449,484,.928,32,251,283,505,62,17,203,102,Damian Lillard
2021-22,31,POR,NBA,PG,29,29,1056,222,552,.402,92,284,.324,130,268,.485,.486,159,181,.878,13,107,120,212,17,11,83,37,Damian Lillard
2022-23,32,POR,NBA,PG,58,58,2107,556,1202,.463,244,658,.371,312,544,.574,.564,510,558,.914,44,233,277,425,50,18,191,109,Damian Lillard
2023-24,33,MIL,NBA,PG,73,73,2579,541,1277,.424,220,622,.354,321,655,.490,.510,473,514,.920,36,284,320,508,72,18,193,134,Damian Lillard
2024-25,34,MIL,NBA,PG,22,22,800,174,387,.450,76,205,.371,98,182,.538,.548,142,155,.916,12,87,99,166,23,4,66,42,Damian Lillard
2019-20,19,POR,NBA,PF,48,5,573,65,151,.430,14,59,.237,51,92,.554,.477,28,44,.636,31,77,108,22,13,14,15,72,Nassir Little
2020-21,20,POR,NBA,PF,48,2,640,78,167,.467,28,80,.350,50,87,.575,.551,36,45,.800,32,96,128,23,5,13,18,51,Nassir Little
2021-22,21,POR,NBA,SF,42,23,1088,145,315,.460,51,154,.331,94,161,.584,.541,69,94,.734,58,178,236,54,25,36,40,82,Nassir Little
2022-23,22,POR,NBA,SF,54,4,976,134,303,.442,58,158,.367,76,145,.524,.538,33,46,.717,27,114,141,50,20,20,36,66,Nassir Little
2023-24,23,PHO,NBA,SF,45,2,458,57,124,.460,21,70,.300,36,54,.667,.544,17,20,.850,14,61,75,21,10,10,14,39,Nassir Little
2023-24,19,DAL,NBA,C,55,42,1294,221,296,.747,0,2,.000,221,294,.752,.747,41,81,.506,135,243,378,60,36,77,50,144,Dereck Lively II
2024-25,20,DAL,NBA,C,25,18,603,90,129,.698,0,0,,90,129,.698,.698,37,60,.617,77,117,194,62,16,40,32,72,Dereck Lively II
